Ref.No,X1,X2,X3,X4,X5,X6,X7,Y
5611,160000,2,2,2,27,2,2,1
23978,40000,1,1,2,26,0,0,0
1843,80000,2,2,2,40,0,0,0
1202,120000,1,1,2,29,0,0,0
13908,20000,1,2,1,36,0,0,0
10662,500000,2,1,1,40,-1,-1,0
6632,150000,1,1,2,29,-2,-2,0
1663,90000,2,1,2,27,-2,-2,0
9785,80000,2,1,2,24,0,0,0
19224,330000,2,1,2,38,-2,-2,1
14006,500000,1,1,1,35,0,0,0
2727,200000,2,2,1,39,0,0,0
16353,20000,2,1,2,39,0,0,1
5533,270000,1,1,2,33,0,0,0
6260,80000,1,2,2,32,1,2,0
4870,210000,2,1,1,54,-1,-1,0
6371,120000,1,2,2,31,3,3,0
9681,200000,2,2,2,37,2,0,0
21891,180000,2,2,2,26,0,0,1
11967,610000,1,1,2,35,0,0,0
8330,80000,1,1,2,36,0,0,0
485,100000,2,2,1,43,-1,-1,0
23637,450000,2,1,1,39,-2,-2,0
4093,50000,1,2,2,33,2,0,0
855,50000,2,3,2,49,0,0,0
17542,20000,2,2,2,37,1,2,1
20205,20000,2,3,2,52,0,0,0
12598,150000,2,2,1,30,-1,-1,1
3603,230000,2,4,1,29,0,0,0
23635,500000,2,1,1,49,-2,-2,0
10237,220000,2,2,1,33,-2,-2,0
240,140000,2,2,3,41,0,0,1
3117,30000,2,2,2,25,0,0,0
7392,130000,2,3,2,25,-1,-1,0
3163,280000,2,1,2,38,1,-2,1
21126,30000,1,2,3,40,2,0,0
2744,200000,2,1,2,27,0,0,0
9302,70000,2,1,1,36,1,2,1
19276,210000,2,1,1,33,-2,-2,0
20611,500000,1,1,2,29,0,0,0
10726,290000,2,2,1,33,0,0,0
2952,80000,2,2,1,24,-1,-1,0
4507,80000,2,5,1,25,0,0,0
18454,130000,2,1,2,26,-2,-2,1
18681,80000,2,2,1,30,-1,-1,0
13261,10000,2,2,2,26,0,0,0
16046,160000,2,1,2,26,-1,0,0
2380,500000,2,1,1,41,0,0,0
15977,50000,2,2,1,48,1,2,1
21684,20000,2,2,2,22,0,0,0
18840,150000,2,1,2,27,-1,-1,0
6286,140000,1,3,2,30,1,3,0
8604,90000,2,2,1,47,0,0,0
6604,200000,2,2,1,40,0,0,0
19340,110000,2,3,1,43,0,0,0
786,500000,2,1,2,26,1,-2,0
14427,470000,1,1,1,33,-1,-1,0
20915,50000,1,2,1,32,0,0,1
11581,240000,2,1,2,29,0,0,0
811,120000,2,1,3,44,0,0,0
8770,340000,2,3,2,27,1,2,0
11,200000,2,3,2,34,0,0,0
19238,220000,2,1,2,36,-2,-2,0
20419,110000,1,3,2,26,0,0,0
22169,50000,2,2,2,28,2,2,1
1870,40000,2,2,1,23,2,2,1
10316,160000,2,1,2,32,-1,-1,1
6810,210000,1,1,1,42,-1,-1,0
11858,240000,1,2,1,44,0,-1,0
7411,20000,1,2,1,52,0,0,0
5627,360000,1,2,1,51,1,3,1
16227,80000,2,2,1,34,2,2,1
2672,320000,2,1,1,38,1,-2,1
19074,30000,2,2,1,33,0,0,0
2964,140000,2,3,1,42,2,2,0
8966,70000,2,2,1,31,-1,0,1
9732,160000,2,2,2,25,2,2,1
20191,350000,2,1,2,31,0,0,0
10829,180000,2,4,2,26,0,0,0
11424,30000,1,2,1,23,-1,-1,0
21245,250000,1,1,1,44,-1,-1,0
23745,50000,2,2,1,55,0,0,0
17642,140000,2,2,1,35,0,0,0
20436,20000,1,2,2,27,-1,-1,0
13158,480000,2,3,1,36,-1,0,0
11384,110000,1,2,2,24,0,0,0
12054,50000,1,3,1,55,2,0,1
20176,200000,2,2,1,34,-1,0,0
18579,160000,2,2,2,25,0,0,0
9228,20000,1,3,2,44,4,3,1
2385,100000,1,3,1,47,0,0,0
18354,80000,2,2,2,23,0,0,0
20403,80000,1,2,2,24,2,2,0
14010,160000,2,1,1,38,-1,-1,0
6100,60000,2,2,1,30,0,0,0
20058,50000,2,2,2,48,0,0,0
23833,170000,2,3,2,53,0,0,0
10331,90000,2,1,2,32,1,2,1
7192,20000,1,2,1,42,0,0,0
12441,150000,1,3,1,49,0,0,0
7774,80000,2,3,1,44,-1,-1,0
12841,60000,2,2,1,33,2,0,1
846,490000,2,1,1,38,-1,-1,0
10875,150000,2,3,2,60,0,0,1
1150,50000,1,2,1,52,-1,2,0
4917,360000,2,1,1,32,-2,-2,0
17514,60000,2,2,2,46,0,0,0
19527,280000,2,2,2,33,0,0,0
16797,20000,1,2,2,34,1,2,0
4294,310000,2,2,2,26,0,0,0
18188,130000,1,2,1,37,-1,-1,0
10543,410000,1,1,2,33,-2,-2,0
10303,100000,1,1,2,27,1,-1,0
19249,220000,2,1,1,36,1,2,1
11570,150000,1,1,2,44,0,0,0
18474,150000,2,2,2,25,0,0,0
22620,400000,2,3,2,49,1,-1,0
18724,160000,2,2,2,28,0,0,0
958,200000,2,1,1,34,-1,0,1
11754,240000,1,1,2,33,0,0,0
3953,320000,2,2,1,44,-1,-1,0
22703,500000,2,2,2,34,-1,-1,0
22827,150000,2,1,1,32,0,0,0
23724,50000,2,3,1,53,0,0,1
17904,50000,1,2,1,29,3,2,0
4317,10000,1,3,2,24,0,0,0
12445,200000,2,1,2,29,1,-2,1
13969,240000,1,2,2,25,2,0,1
21929,120000,2,1,2,29,0,0,0
16496,120000,1,2,2,25,1,2,1
6636,20000,1,2,2,24,2,2,1
11297,60000,2,2,2,29,0,0,1
19062,150000,2,5,1,28,0,0,0
13133,200000,2,1,2,38,-2,-2,0
6572,30000,2,2,1,22,0,0,0
15341,30000,2,2,1,43,-1,-1,0
22829,50000,2,3,1,37,0,0,0
23651,20000,2,2,2,34,0,0,0
17754,330000,2,3,1,55,0,0,0
20245,300000,2,1,2,50,-2,-2,0
7673,300000,2,2,1,34,1,2,1
11859,360000,2,1,2,43,1,-1,0
18211,210000,1,2,1,42,-2,-2,0
16336,140000,2,1,2,37,1,-2,0
7508,150000,1,2,1,36,-1,-1,0
1857,540000,2,1,2,34,-1,-1,0
21866,60000,2,2,2,26,1,2,0
5368,200000,2,1,1,40,-2,-2,0
6744,50000,2,2,1,41,0,0,0
18929,90000,2,1,2,29,2,2,1
1184,200000,2,1,2,29,0,0,0
12222,210000,2,1,2,35,0,0,0
15905,340000,2,2,2,30,0,0,0
23136,20000,2,3,0,35,0,-1,0
21532,50000,2,2,2,23,0,0,0
6229,240000,1,1,1,60,2,0,1
13676,240000,2,1,2,42,0,0,0
3937,150000,2,1,1,38,-2,-2,0
11594,170000,2,2,2,27,1,-1,0
17920,240000,1,2,2,25,0,0,0
11056,50000,2,2,2,32,0,0,1
8737,90000,2,2,2,39,0,0,1
16528,140000,1,1,2,27,0,-1,0
20056,230000,2,1,1,45,-2,-2,0
16715,50000,1,2,2,44,0,0,0
8359,200000,1,3,1,38,0,0,0
6317,200000,2,1,2,32,-2,-2,0
22587,290000,2,1,1,34,0,0,0
6848,350000,1,1,2,32,0,0,0
23395,230000,2,2,2,37,0,0,0
5549,260000,2,2,2,26,0,0,0
23344,170000,2,2,1,31,-2,-2,1
1239,120000,1,2,1,57,0,0,1
4003,200000,1,1,1,35,0,0,1
12871,160000,1,1,2,27,-1,-1,1
7057,100000,1,1,2,29,2,2,1
5392,120000,2,3,1,38,0,0,0
6462,150000,1,2,1,45,-2,-2,0
5907,50000,2,2,1,46,0,0,0
16035,110000,2,2,1,41,0,0,0
18877,60000,2,2,1,31,-1,-1,1
16878,160000,1,2,1,41,-1,-1,1
14356,200000,1,2,1,40,1,2,0
16646,180000,1,3,1,32,0,0,0
5418,330000,2,2,1,31,0,0,0
23215,210000,2,1,2,39,-1,-1,0
18334,60000,2,2,2,24,0,0,0
14308,500000,2,3,2,49,0,0,0
22196,70000,2,1,2,29,0,0,0
8430,240000,1,3,1,43,0,0,0
19285,70000,2,1,2,32,2,0,1
17137,130000,2,3,2,24,0,0,1
20393,240000,1,2,2,25,0,0,0
16720,210000,1,1,1,40,0,0,0
22419,350000,2,2,1,36,0,0,0
23382,220000,2,2,1,34,0,0,0
20073,230000,2,2,2,32,0,0,0
15885,70000,2,2,2,25,0,0,0
15397,80000,2,3,1,51,0,0,0
16570,50000,1,2,2,29,0,0,0
12371,360000,2,1,2,30,-1,-1,0
9418,50000,2,3,1,25,1,-1,0
18760,160000,2,1,1,30,2,0,1
2547,100000,1,3,1,51,-1,-1,0
2596,20000,1,3,2,41,0,0,0
22257,500000,2,3,2,29,-2,-2,1
20151,50000,2,1,1,40,0,0,0
8742,80000,2,2,1,26,2,2,1
13491,150000,1,2,1,45,0,0,0
2510,30000,1,3,1,28,2,2,1
5149,110000,1,3,2,33,1,2,1
2501,330000,1,1,1,34,0,0,1
4961,210000,2,1,1,34,0,0,0
9423,500000,1,1,1,43,-1,-1,0
22256,170000,2,1,2,29,-1,0,0
3207,300000,2,1,1,37,-1,-1,0
1876,210000,2,2,1,32,-1,0,0
21834,100000,2,2,1,27,2,0,1
6171,20000,2,2,1,27,0,0,0
15716,270000,1,1,1,39,-2,-2,0
5379,150000,1,2,2,26,0,0,0
22178,310000,2,2,2,27,-1,-1,1
5255,70000,1,2,2,29,0,0,1
10901,260000,1,1,1,37,1,-2,0
7861,50000,1,2,2,25,3,3,1
13812,100000,1,1,2,26,-1,-1,0
19592,420000,2,1,1,33,2,-1,0
13161,50000,2,3,2,26,0,0,0
21489,70000,2,1,2,28,0,0,0
2589,240000,2,2,2,34,-1,-1,0
799,100000,2,1,2,48,2,2,0
5250,390000,2,1,2,32,0,0,0
17646,360000,2,3,2,38,-1,-1,0
8824,430000,2,1,1,34,-1,-1,0
12746,50000,1,3,1,52,2,2,0
14426,350000,2,1,2,33,-1,-1,0
21670,300000,2,5,2,26,0,0,0
10324,40000,2,1,2,24,1,2,0
21374,500000,1,2,1,54,0,0,0
5668,360000,2,1,2,27,0,0,0
22540,140000,2,2,2,33,0,0,0
16222,160000,2,1,1,47,0,0,0
14282,80000,2,1,2,27,0,0,0
18178,100000,1,2,1,44,0,0,0
20405,150000,1,4,2,32,0,0,0
11427,20000,1,2,1,53,-2,-2,0
13746,280000,1,1,2,34,1,-2,0
17968,510000,1,1,2,32,0,0,0
8648,80000,2,2,2,38,0,0,0
15224,460000,2,2,2,35,0,0,1
8573,70000,2,2,2,27,0,0,0
4425,250000,2,3,3,49,1,2,0
20973,20000,1,2,3,48,0,0,0
14588,130000,1,3,3,40,2,0,0
6180,90000,1,3,2,29,0,0,0
2603,10000,1,3,2,25,2,0,1
6914,60000,1,2,1,39,0,0,0
20913,180000,1,1,2,34,-2,-2,0
3424,60000,2,3,1,43,0,0,1
1826,360000,2,2,2,30,0,0,0
13394,200000,2,2,1,35,0,0,0
16456,100000,2,2,1,52,2,2,0
4367,90000,1,2,1,36,4,3,1
1140,230000,2,3,2,47,0,0,0
2524,70000,2,2,2,30,0,0,0
2642,50000,2,3,1,42,1,3,1
18723,260000,2,2,2,28,0,0,0
4535,70000,2,3,2,27,0,0,0
17946,50000,1,2,1,45,0,0,0
16523,20000,1,2,2,23,1,2,0
15524,500000,1,1,1,48,0,0,0
3312,210000,2,1,2,27,0,0,0
6984,300000,2,1,1,51,-1,-1,0
5684,50000,2,3,2,57,0,0,0
15741,140000,2,2,2,27,2,2,0
9718,360000,2,2,1,33,0,0,0
7366,420000,2,2,1,30,0,0,0
22663,180000,2,1,2,29,-1,-1,0
20114,20000,2,2,1,45,0,0,1
10919,260000,2,2,1,36,0,0,0
22166,50000,2,1,2,27,0,0,0
14235,100000,1,1,2,27,0,0,0
15660,120000,2,3,1,37,-2,-2,0
23648,280000,2,1,2,35,0,-1,0
12974,250000,1,1,2,29,-1,-1,0
7589,20000,1,1,2,24,-1,-1,0
20163,500000,2,2,1,43,0,0,0
22468,70000,2,2,1,48,-1,-1,0
11503,360000,2,1,2,43,1,-1,1
3286,280000,1,1,1,35,0,0,0
12,260000,2,1,2,51,-1,-1,0
831,320000,1,1,2,28,-1,0,0
19307,150000,2,2,1,33,0,0,0
14320,310000,1,1,1,37,0,0,0
20188,500000,2,1,2,33,-1,-1,0
8916,50000,2,3,2,51,0,0,1
17982,170000,1,3,2,44,0,0,0
6023,210000,2,1,2,39,1,-2,0
569,50000,1,3,2,26,0,0,0
21809,70000,2,2,1,26,0,0,0
7716,180000,1,1,2,33,0,0,0
7877,80000,2,2,2,24,2,2,1
5293,50000,1,2,1,47,0,0,0
3971,250000,1,1,1,31,-2,-2,0
11568,360000,2,1,1,32,-1,-1,0
16042,50000,2,3,1,45,0,0,0
8937,100000,1,3,2,36,2,0,0
22134,80000,2,1,2,22,1,2,0
12646,230000,2,2,1,27,0,0,0
21681,90000,2,2,2,23,0,0,0
2861,70000,2,1,2,25,2,0,1
10191,200000,2,1,2,36,1,-2,0
16050,110000,2,3,3,37,2,0,0
13393,50000,2,1,2,25,0,0,0
19084,70000,2,3,2,32,2,2,1
21595,100000,2,2,1,26,0,0,0
8933,240000,2,2,2,42,1,2,1
4398,160000,1,1,2,32,-1,-1,0
12362,100000,2,1,2,26,1,2,0
23957,20000,1,1,2,23,0,0,0
9318,150000,1,3,1,46,0,0,0
16732,100000,1,2,1,39,0,0,1
19176,30000,2,3,1,48,1,-1,0
12246,50000,2,2,1,34,0,0,0
22785,90000,2,3,1,46,-2,-2,0
18420,30000,2,2,2,22,2,2,1
6669,50000,1,3,1,51,0,0,0
19754,310000,2,1,1,36,0,0,0
18079,450000,1,1,2,34,0,0,0
8022,80000,2,2,1,40,2,2,1
19773,180000,2,2,1,44,-1,-1,0
7737,50000,1,2,2,24,0,0,1
23017,260000,2,1,1,42,-1,-1,0
23490,140000,2,2,2,33,0,0,0
20166,150000,2,1,1,34,-2,-2,0
17056,50000,2,3,1,22,2,2,0
4379,180000,2,2,1,34,2,2,1
23332,500000,2,2,1,40,0,0,0
6635,10000,2,2,2,37,-1,0,0
1380,80000,1,3,2,26,1,2,0
16300,10000,2,3,2,45,1,2,1
2873,350000,1,1,2,37,-2,-2,0
7734,130000,1,1,2,29,0,0,0
2038,180000,2,2,1,39,0,0,0
11512,80000,1,2,1,29,0,0,0
15619,90000,2,3,2,26,0,-1,1
20901,200000,1,1,2,28,0,0,0
21649,450000,2,1,2,25,-2,-2,0
1283,140000,2,5,2,36,0,0,0
12264,50000,1,2,1,47,2,0,0
23873,230000,1,2,2,30,-1,0,0
11330,150000,2,5,1,25,2,0,0
22022,40000,2,2,2,25,0,0,1
16771,40000,1,2,1,38,3,2,1
2438,30000,1,2,2,24,2,0,1
236,80000,1,1,2,35,-1,-1,0
2894,70000,2,2,3,24,1,2,0
10530,60000,2,3,2,42,0,0,0
4963,140000,2,1,2,30,-1,-1,0
6654,80000,2,2,2,40,0,0,1
4067,50000,1,1,2,25,-1,-1,0
5495,280000,1,1,1,34,0,0,0
2303,60000,2,1,1,29,0,0,0
21406,60000,2,2,1,32,0,0,0
4717,80000,1,3,1,38,0,0,0
120,240000,2,2,2,38,0,0,0
13451,40000,2,2,2,53,3,2,0
16658,340000,1,1,2,38,0,0,0
12604,100000,1,1,1,46,2,0,1
7325,50000,2,2,1,40,0,0,0
17806,220000,1,2,2,30,-2,-2,0
14031,50000,2,2,1,31,0,0,1
16304,500000,2,1,2,33,0,-1,0
19369,20000,2,2,1,39,0,0,0
22146,60000,2,1,2,29,0,0,0
6628,60000,2,2,1,37,5,4,0
15466,160000,1,3,2,30,0,0,0
4346,160000,2,2,2,27,0,0,0
9565,150000,2,1,1,40,-2,-2,0
5439,80000,1,3,2,34,0,0,0
17505,220000,2,1,2,29,-2,-2,0
2054,140000,1,3,1,37,2,2,0
21725,30000,2,3,2,26,2,3,0
4679,170000,1,3,1,29,0,0,0
16335,60000,2,2,1,36,0,0,0
18601,80000,2,2,2,27,-1,-1,0
21477,150000,2,3,1,28,0,0,0
5908,80000,1,2,3,39,2,0,0
1845,210000,1,1,2,48,-2,-2,0
11432,80000,2,2,1,49,0,0,1
13291,20000,2,3,1,41,0,0,0
16095,160000,2,2,2,42,1,2,1
6700,60000,1,2,2,43,1,-2,0
10339,200000,1,1,2,32,1,2,1
2888,500000,2,1,1,36,-1,-1,0
12424,110000,2,2,1,25,1,2,0
22209,50000,2,2,2,24,0,0,0
9043,340000,2,2,2,52,-2,-2,0
4048,220000,2,1,1,60,2,2,1
7020,20000,2,2,2,24,0,0,0
13810,20000,1,2,2,23,0,0,0
21107,80000,1,3,1,45,0,0,0
12230,330000,2,1,2,29,-1,0,0
21364,350000,1,1,1,70,0,0,0
9018,180000,2,2,1,51,2,2,0
2710,30000,2,3,2,23,0,0,0
3044,70000,2,1,1,40,2,0,1
14398,80000,2,1,1,54,2,2,1
22764,220000,2,2,1,26,0,0,0
15923,80000,2,2,1,29,2,2,1
6122,250000,2,2,1,29,2,2,1
23535,200000,2,2,1,40,-2,-2,0
5456,70000,2,2,2,28,1,2,1
16287,150000,2,2,1,34,2,2,0
23827,130000,2,2,1,51,0,0,0
6649,410000,1,1,1,33,-1,-1,0
11448,410000,1,2,2,42,-1,-1,0
9799,20000,2,1,2,23,1,2,1
17295,30000,2,3,1,31,2,3,0
23924,20000,1,2,2,23,1,2,0
7357,310000,2,1,1,66,0,0,1
9090,180000,2,1,2,31,4,4,1
8763,210000,2,3,1,33,0,0,0
2975,470000,1,1,1,39,-1,-1,0
16434,30000,2,3,1,55,0,0,1
113,280000,1,2,1,41,2,2,0
7987,50000,1,1,1,54,0,0,0
6576,20000,2,2,2,23,0,0,1
3850,130000,2,2,2,28,-1,-1,0
13552,300000,2,1,1,39,-1,-1,0
4464,220000,2,2,1,52,-1,-1,0
129,50000,1,2,1,51,0,0,1
22138,90000,2,2,2,25,1,2,0
5111,70000,1,2,2,31,0,0,0
21153,110000,1,2,1,48,0,0,0
5928,320000,2,1,2,29,0,0,1
14801,110000,1,3,2,36,-1,-1,1
21862,40000,2,1,2,27,0,0,0
10054,400000,1,1,2,38,-1,-1,1
17907,60000,1,2,2,28,2,2,1
10077,250000,2,2,1,43,-1,-1,0
4036,360000,2,2,2,36,0,0,0
22107,230000,2,1,2,29,0,0,0
5289,200000,2,2,1,35,1,-2,0
21603,90000,2,2,2,23,0,0,1
21619,50000,2,2,2,26,-1,-1,0
23372,320000,2,1,2,39,0,0,0
22844,50000,2,2,1,28,0,0,1
23466,30000,2,2,1,33,2,2,1
15465,290000,1,2,1,38,-1,-1,0
2252,50000,2,2,1,36,2,2,0
2548,20000,1,3,2,26,0,0,0
7551,30000,1,2,2,49,0,0,0
213,40000,2,3,1,43,0,0,0
10433,500000,1,1,2,49,-2,-2,1
12614,470000,1,1,2,27,-1,-1,0
1129,160000,2,1,2,29,1,-2,0
2946,260000,1,3,2,48,0,0,0
14520,300000,1,2,1,38,-1,-1,1
23474,450000,2,1,2,31,-1,-1,0
15244,290000,2,2,2,34,0,0,0
14979,480000,2,2,2,31,-1,-1,1
18272,30000,1,2,3,58,3,2,0
18443,20000,2,2,2,22,0,0,1
18396,60000,2,2,2,24,0,0,0
19638,50000,2,3,1,49,2,0,1
2458,30000,2,2,1,44,-1,2,0
2194,190000,1,2,1,43,0,0,0
22445,200000,2,1,2,36,-2,-2,1
19985,60000,2,3,2,43,0,0,1
22318,590000,2,1,2,31,1,-1,0
5630,200000,2,1,1,40,-1,-1,0
1214,80000,2,3,1,26,0,0,0
9792,200000,2,2,1,60,1,-2,1
16582,20000,1,3,0,29,5,4,0
22579,200000,2,3,2,31,0,0,0
21793,30000,2,2,2,24,0,0,0
8631,40000,1,1,1,46,-1,2,1
13111,210000,2,2,1,28,-2,-2,1
12492,30000,2,2,1,25,-1,2,0
3952,70000,1,1,2,28,0,0,0
7338,230000,2,1,1,36,-1,-1,1
18907,310000,2,1,2,28,0,0,0
18576,10000,2,1,2,24,0,0,0
3241,130000,1,2,2,29,-1,-1,0
6165,390000,2,2,2,37,0,0,0
19980,150000,2,2,1,45,0,0,0
11125,160000,1,1,2,29,-1,-1,0
12586,500000,2,1,2,40,-1,-1,0
1575,230000,2,3,1,43,1,-1,0
3542,80000,1,2,2,39,0,0,0
15406,130000,2,3,1,49,0,0,0
22207,30000,2,2,2,23,0,0,0
5064,200000,2,2,2,33,0,0,0
2831,220000,1,2,1,32,0,0,0
23678,80000,2,3,1,49,0,0,0
21530,80000,2,2,2,22,0,0,0
895,240000,2,2,1,37,-1,-1,1
4426,380000,1,1,1,41,-1,-1,1
12359,200000,2,1,1,41,-1,-1,0
18810,50000,2,1,2,30,0,0,0
1229,90000,2,2,1,23,0,0,1
5176,180000,2,2,2,48,-1,-1,0
17196,160000,2,2,2,29,0,0,0
5046,270000,1,1,2,36,0,0,0
7213,180000,1,2,1,43,-1,0,1
13655,50000,2,3,1,35,0,0,0
11603,10000,1,1,1,50,0,0,0
18177,20000,1,3,2,61,3,2,0
20009,200000,2,1,2,31,0,0,0
15285,490000,2,1,2,41,0,0,0
17865,240000,1,1,2,27,-1,-1,0
19915,310000,2,2,1,46,0,0,0
992,260000,2,1,1,44,-1,2,1
13783,380000,1,1,1,49,2,0,1
20750,20000,1,2,1,40,0,0,0
2370,230000,2,1,1,42,-1,-1,0
18750,200000,2,2,2,26,0,0,0
10264,500000,2,2,1,32,-2,-2,0
13286,100000,2,3,3,43,0,0,0
6270,400000,2,1,2,27,1,-2,0
2681,170000,2,3,1,36,0,0,0
23791,120000,2,2,1,57,-2,-2,0
2163,320000,1,1,1,48,-1,-1,0
20857,200000,1,2,1,38,0,0,0
16330,210000,2,2,1,43,0,0,0
6104,60000,2,3,2,51,0,0,0
16652,30000,1,1,1,42,1,2,1
3385,200000,2,2,1,37,-1,-1,1
17647,340000,2,1,1,36,0,0,0
8099,50000,2,2,1,24,-2,-2,0
6274,210000,1,1,1,30,0,0,0
1034,200000,2,2,2,35,0,0,0
2138,300000,2,2,1,36,0,0,0
21438,360000,2,2,2,25,0,0,1
13178,300000,2,1,2,34,2,2,1
9530,370000,2,2,2,39,0,0,0
7162,100000,2,2,2,37,0,0,1
19708,40000,2,2,2,24,1,3,1
14846,110000,2,2,1,46,0,0,0
18017,20000,1,3,2,40,0,0,0
15401,280000,2,2,1,49,2,2,0
20194,330000,2,1,2,32,0,0,0
2582,140000,2,1,2,43,1,2,0
7229,70000,2,1,2,28,0,0,1
11545,300000,2,2,1,34,-1,-1,1
14876,180000,2,1,2,28,-2,-2,0
16081,220000,2,1,1,31,0,0,0
2298,500000,1,1,1,37,-2,-2,1
19477,240000,2,2,1,38,0,0,0
288,440000,2,2,1,46,0,0,0
3901,130000,1,3,1,48,0,0,0
9656,30000,2,3,1,43,0,0,0
12331,300000,1,2,1,37,1,-1,0
21771,310000,2,1,2,25,0,0,0
14725,70000,2,2,2,55,0,0,0
15357,440000,2,2,1,33,0,0,0
13993,20000,1,2,2,30,1,2,1
17069,130000,2,2,1,25,0,0,0
4500,70000,2,2,2,23,0,0,0
1960,70000,2,3,1,57,0,0,0
2082,160000,2,1,1,33,-1,-1,0
5190,30000,1,2,2,24,0,0,0
9810,360000,1,1,2,27,-1,-1,0
425,490000,2,2,1,30,0,0,0
20409,20000,1,3,2,24,2,0,1
20706,90000,1,2,1,39,0,0,0
821,200000,2,3,0,51,-1,-1,0
12078,230000,2,2,1,32,-1,0,0
15113,250000,1,3,1,51,-2,-2,0
12545,50000,1,2,1,39,0,0,0
50,20000,1,1,2,24,0,0,0
2614,30000,1,2,1,39,1,2,0
18413,50000,2,2,2,25,0,0,0
3609,470000,1,1,2,35,0,0,0
4091,50000,1,2,2,24,0,0,0
19357,270000,2,1,1,41,-1,-1,0
21387,40000,1,1,1,57,0,0,0
11385,50000,1,2,2,28,0,0,0
10379,90000,2,2,1,49,-2,-2,0
2368,120000,2,1,2,25,-1,-1,0
12330,60000,2,1,2,36,-1,2,1
4106,90000,2,2,2,23,-1,-1,0
21253,410000,1,2,1,47,-1,-1,0
21505,80000,2,1,2,29,0,0,0
23556,200000,2,2,1,39,-1,-1,0
1763,20000,1,2,2,27,0,0,0
16721,80000,1,2,1,31,0,0,1
1116,60000,1,1,2,27,-2,-2,0
8229,280000,2,1,1,29,-1,-1,0
7376,130000,2,2,1,27,2,0,0
12091,50000,1,2,2,30,1,2,0
18895,270000,2,2,1,27,0,0,0
7416,20000,1,2,1,42,0,0,0
21484,280000,2,1,2,30,-1,-1,0
9160,120000,2,2,2,37,0,0,0
22246,30000,2,3,2,22,2,0,0
16892,120000,1,1,2,33,1,-2,0
13861,150000,2,1,2,32,0,0,0
18438,30000,2,3,2,26,1,2,1
23845,180000,2,1,1,55,1,-2,0
1901,30000,2,2,2,22,0,0,0
19159,50000,2,3,1,46,0,0,0
1963,140000,2,2,1,25,0,0,0
5317,50000,2,1,2,26,2,0,1
13741,80000,1,1,2,25,0,0,0
14842,210000,2,1,1,35,0,0,0
9554,30000,2,2,1,52,0,0,0
22406,230000,2,2,2,27,0,0,0
23948,190000,1,2,2,29,0,0,0
9327,360000,1,1,2,30,0,0,0
5775,20000,2,3,2,49,0,0,0
20420,50000,1,1,2,24,-1,0,0
21052,200000,1,3,2,41,-2,-2,0
13942,50000,1,3,1,49,0,0,1
7974,50000,1,3,2,34,-1,2,0
14161,120000,2,1,1,38,-1,-1,1
2241,380000,2,1,1,45,-1,-1,0
7470,230000,2,2,1,35,0,0,0
21305,260000,1,1,1,50,-2,-2,0
23239,50000,2,2,1,37,0,0,0
18572,180000,2,1,2,27,-1,-1,0
12266,120000,2,2,1,26,0,0,0
3364,420000,1,2,1,37,0,0,1
2704,130000,2,2,2,23,2,2,0
16339,420000,2,2,1,41,0,0,1
17991,50000,1,3,2,41,0,0,0
2824,30000,2,3,1,57,-1,-1,1
17533,260000,2,2,2,35,0,0,0
14683,50000,1,1,2,25,0,0,0
565,390000,2,1,2,45,2,2,0
7258,60000,2,2,2,24,0,0,1
4765,30000,1,3,2,22,2,0,0
7913,180000,2,1,2,27,0,0,0
15703,180000,1,3,2,27,0,0,0
8473,50000,2,1,1,25,0,0,1
15376,500000,2,2,1,33,0,0,0
22008,80000,2,1,2,24,0,0,0
9349,200000,2,2,1,30,1,2,0
20754,20000,1,3,1,40,0,0,1
14175,250000,1,2,1,52,2,2,1
19241,380000,2,3,1,44,0,0,0
3553,50000,2,2,1,36,2,0,0
3736,80000,1,2,2,33,1,2,0
2468,80000,2,1,2,25,0,0,0
7414,230000,2,1,1,36,-1,-1,0
13046,130000,1,2,1,31,2,2,1
5656,20000,1,2,2,24,-1,2,0
9077,170000,2,1,1,35,1,-1,1
20674,20000,1,2,2,35,0,0,1
18227,60000,1,2,2,51,0,0,0
6136,150000,2,2,1,39,0,0,0
9802,190000,2,1,2,27,0,0,1
21372,130000,1,2,1,55,-1,2,0
22861,140000,2,2,1,32,-1,2,1
15332,180000,2,1,1,45,-1,2,1
15616,60000,2,2,2,28,2,0,1
1424,200000,2,3,2,27,1,-2,0
10394,60000,1,1,2,23,0,0,0
10249,500000,2,1,1,41,-1,-1,0
353,380000,1,1,2,30,1,-2,1
11027,50000,1,1,2,25,0,0,1
3293,120000,1,3,1,53,-1,-1,0
5489,140000,1,3,2,23,-1,-1,0
16698,80000,1,3,2,40,1,2,0
1597,150000,2,2,1,37,-1,2,0
17001,50000,2,2,2,22,0,0,0
13427,90000,1,1,2,27,-1,-1,0
8275,60000,1,1,1,46,1,2,0
16782,60000,1,2,1,31,1,2,0
22504,260000,2,2,2,32,0,0,1
19634,500000,2,3,1,44,2,-1,1
19645,300000,2,2,1,30,-1,2,0
18493,60000,2,2,2,24,-1,2,0
5191,100000,2,2,2,30,1,-2,0
15559,60000,1,1,1,38,2,2,1
10377,460000,2,2,2,33,-1,-1,0
4530,50000,2,2,2,23,0,0,0
23282,30000,2,3,2,44,0,0,0
8514,180000,1,2,1,40,0,0,1
1910,80000,2,1,2,29,0,0,0
